Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	T.gondii GT1 CRISPR Phenotype - Mean Phenotype	T.gondii GT1 CRISPR Phenotype - Liver Composite Score	T.gondii GT1 CRISPR Phenotype - Lung Composite Score	T.gondii GT1 CRISPR Phenotype - Peritoneum Composite Score	T.gondii GT1 CRISPR Phenotype - Spleen Comosite Score
TGGT1_269270	TGGT1_269270-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,948,338..5,953,846(+)"	leucine rich repeat-containing protein	-0.31	-0.276054646	-0.237758952	-0.082525342	-1.910822242
TGGT1_269280	TGGT1_269280-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,946,179..5,946,740(+)"	hypothetical protein	-0.04	-0.235382412	-0.77629913	-0.691402862	-0.425460142
TGGT1_269290	TGGT1_269290-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,927,256..5,944,753(-)"	hypothetical protein	-5.45	-23.64054345	-62.20755629	-7.616615503	-24.94715106
TGGT1_269300	TGGT1_269300-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,917,430..5,924,600(+)"	lipase	-0.35	-1.027476909	-2.66089366	0.000787507	-0.095569777
TGGT1_269310	TGGT1_269310-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,908,333..5,912,840(-)"	hypothetical protein	-1.07	-0.710561914	-0.468420543	-0.01855917	-2.752116766
TGGT1_269315	TGGT1_269315-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,903,515..5,905,303(+)"	hypothetical protein	0.55	-1.725388708	-3.150888636	-3.00118689	-3.044914845
TGGT1_269320	TGGT1_269320-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,892,233..5,899,413(+)"	hypothetical protein	-1.11	-3.944512929	-7.335305269	-0.795264227	-3.44438489
TGGT1_269330	TGGT1_269330-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,887,253..5,890,155(+)"	hypothetical protein	-3.15	-4.884536216	-3.265128239	-30.0462131	-5.31274509
TGGT1_269340	TGGT1_269340-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,882,050..5,885,092(-)"	hypothetical protein	-3.34	-37.15597393	-25.06438023	-2.020459377	-34.60663577
TGGT1_269350	TGGT1_269350-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,870,690..5,879,787(+)"	hypothetical protein	-2.77	0.57507216	0.374366879	-0.032827005	0.145895682
TGGT1_269365	TGGT1_269365-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,866,264..5,869,963(+)"	hypothetical protein	-1.58	22.03705165	13.12531273	5.059081369	25.57725431
TGGT1_269380	TGGT1_269380-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,849,440..5,852,445(+)"	hypothetical protein	0.6	-0.187387368	-0.007152551	-0.009496237	-0.988940428
TGGT1_269390	TGGT1_269390-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,840,638..5,846,891(-)"	CRAL/TRIO domain-containing protein	0.09	-2.918384294	-1.887946284	-6.820232462	-7.877691125
TGGT1_269400	TGGT1_269400-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,834,721..5,837,889(+)"	"oxidoreductase, short chain dehydrogenase/reductase family protein"	0.08	-0.310801772	-0.281520686	0.165504501	-0.120518682
TGGT1_269410	TGGT1_269410-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,829,826..5,831,837(+)"	hypothetical protein	-0.12	-0.959937497	-2.801287099	-0.705316811	-2.213165075
TGGT1_269413	TGGT1_269413-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,827,598..5,828,523(-)"	hypothetical protein	2.06	-9.020452624	-9.016248013	-11.7817985	-10.00164534
TGGT1_269417	TGGT1_269417-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,815,788..5,816,625(+)"	hypothetical protein	1.78	-0.183988783	-0.012472938	0.060424812	-0.143177109
TGGT1_269420	TGGT1_269420-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,812,022..5,814,244(-)"	hypothetical protein	0.36	7.345229149	13.38593181	11.71919681	6.407036963
TGGT1_269425	TGGT1_269425-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,806,101..5,807,023(-)"	hypothetical protein	1.44	0.154165389	0.002038188	-0.001353516	0.010360749
TGGT1_269430	TGGT1_269430-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,799,514..5,805,657(+)"	polyprenyl synthetase superfamily protein	-3.66	-83.33232784	-129.6177935	-33.42233787	-52.59767026
TGGT1_269438	TGGT1_269438-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,795,784..5,798,283(-)"	hypothetical protein	1.09	-15.73246581	-5.003735254	-6.060871191	-14.64900271
TGGT1_269442	TGGT1_269442-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,794,616..5,795,668(-)"	putative calmodulin	0.11	-9.695987775	-15.51133516	-0.92599182	-1.89296913
TGGT1_269450	TGGT1_269450-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,789,626..5,790,678(-)"	hypothetical protein	-3.66	-179.3252014	-284.1138895	-347.8943065	-308.6079243
TGGT1_269460	TGGT1_269460-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,776,112..5,787,896(+)"	Ser/Thr phosphatase family protein	-0.81	-44.08938859	-81.77541301	-11.51705164	-43.22593911
TGGT1_269470	TGGT1_269470-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,774,583..5,775,044(-)"	hypothetical protein	0.78	0.040266182	-0.12979195	-0.446621227	-1.682608604
TGGT1_269480	TGGT1_269480-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,761,361..5,770,249(-)"	adaptor complexes medium subunit family protein	-4.81	0.079951033	0.191042963	0.094895824	0.398291502
TGGT1_269582	TGGT1_269582-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,753,378..5,759,911(+)"	hypothetical protein	0.62	-0.008088384	-0.440995512	0.002836493	-0.20739141
TGGT1_269588	TGGT1_269588-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,758,635..5,760,374(-)"	hypothetical protein	0.66	0.046664921	-0.031128897	0.030058331	-0.019320319
TGGT1_269600	TGGT1_269600-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,746,034..5,751,225(+)"	biotin-requiring enzyme domain-containing protein	0.94	-0.789050275	-0.961599186	-0.55711054	-0.245529165
TGGT1_269620	TGGT1_269620-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,739,359..5,741,346(+)"	hypothetical protein	-0.34	-23.65305203	-40.00655212	-1.086063546	-24.76750968
TGGT1_269630	TGGT1_269630-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,730,776..5,732,879(-)"	hypothetical protein	-0.74	-0.11268795	-1.526247805	-0.201895915	-0.019929014
TGGT1_269640	TGGT1_269640-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,726,746..5,728,067(+)"	hypothetical protein	0.17	-0.267582525	0.103158445	0.150867738	-0.007087667
TGGT1_269650	TGGT1_269650-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,714,889..5,717,952(+)"	FFD and TFG box motifs protein	-1.68	-33.37535195	-7.740681471	-31.82132095	-87.18524545
TGGT1_269660	TGGT1_269660-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,700,684..5,711,671(+)"	TFIIH basal transcription factor complex helicase XPB subunit	-2.54	-0.203443757	-0.041247418	1.639558173	0.583340233
TGGT1_269670	TGGT1_269670-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,688,194..5,699,144(-)"	hypothetical protein	-1.31	-0.011499617	-0.711098596	-0.047563345	0.013411437
TGGT1_269680	TGGT1_269680-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,683,149..5,686,378(-)"	putative acyl-CoA carboxyltransferase beta chain	-0.25	-1.552358171	-0.007232913	-0.898500364	-2.477261928
TGGT1_269690	TGGT1_269690-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,679,281..5,681,878(+)"	hypothetical protein	1.54	-1.116155746	-0.972401023	-5.598638095	-2.674176256
TGGT1_269700	TGGT1_269700-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,668,582..5,674,433(+)"	NLI interacting factor family phosphatase	-4.37	-0.616921568	-14.50029777	-0.164996978	-11.22612996
TGGT1_269705	TGGT1_269705-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,663,548..5,664,981(-)"	hypothetical protein	1.63	-0.12305307	-0.092050278	-0.14246912	-1.45732132
TGGT1_269710	TGGT1_269710-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,651,928..5,663,264(-)"	hypothetical protein	-3.16	-0.211727539	-9.119811898	-0.296890288	-0.248292989
TGGT1_269720	TGGT1_269720-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,644,698..5,649,130(-)"	hypothetical protein	-2.46	-10.42702874	-51.8586944	-14.12178424	-27.43914763
TGGT1_269730	TGGT1_269730-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,635,716..5,641,463(-)"	myosin-light-chain kinase	0.56	0.870696116	0.000792372	-0.0000611	0.296241269
TGGT1_269740	TGGT1_269740-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,628,764..5,632,983(+)"	R3H domain-containing protein	-0.97	4.813973469	2.601581472	-0.0456529	0.319556053
TGGT1_269750	TGGT1_269750-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,623,866..5,626,437(+)"	CrcB family protein	-0.76	-0.048175409	-0.221265293	-0.381393779	-0.278776522
TGGT1_269760	TGGT1_269760-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,614,566..5,620,313(-)"	'chromo' (CHRromatin Organization MOdifier) domain-containing protein	-1.81	0.29610204	0.608114178	0.001064261	0.066751299
TGGT1_269770	TGGT1_269770-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,602,444..5,612,212(+)"	"WD domain, G-beta repeat-containing protein"	-4.26	0.683102524	0.204039768	0.320769534	1.106893103
TGGT1_269775	TGGT1_269775-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,600,609..5,601,160(-)"	hypothetical protein	1.14	-0.010408011	-1.03390395	-0.361805656	-1.512237853
TGGT1_269780	TGGT1_269780-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,597,669..5,599,374(-)"	putative ADP-ribosylation factor	-1.28	-334.2458535	-420.2841116	-151.7198896	-303.0507027
TGGT1_269800	TGGT1_269800-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,590,351..5,595,223(+)"	putative glutamine-dependent NAD(+) synthetase protein	0.04	186.5748301	162.7881622	196.9055449	81.35890395
TGGT1_269830	TGGT1_269830-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,584,207..5,587,110(+)"	RAP domain-containing protein	-2.56	0.000371351	0.078238921	-4.035722439	0.349541069
TGGT1_269840	TGGT1_269840-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,579,434..5,582,614(-)"	proteasome regulatory subunit	-4.73	3.346571219	3.649693464	0.134752648	4.617543462
TGGT1_269850	TGGT1_269850-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,575,386..5,577,968(+)"	putative protein c21orf59	0.8	-0.099649975	-0.020687604	-0.00000471	-0.28051928
TGGT1_269860	TGGT1_269860-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,572,305..5,573,721(+)"	hypothetical protein	1.06	-0.902491525	-0.239596207	-0.034508769	-0.569744667
TGGT1_269885A	TGGT1_269885A-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,561,686..5,568,242(+)"	rhoptry metalloprotease toxolysin TLN1	-1.37	-0.018331885	0.159114847	0.003210182	-0.141227222
TGGT1_269885B	TGGT1_269885B-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,568,343..5,570,523(+)"	rhoptry metalloprotease toxolysin TLN1	-2.07	0.218261288	1.375825184	0.930189026	0.048489601
TGGT1_269900	TGGT1_269900-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,549,939..5,555,919(+)"	"WD domain, G-beta repeat-containing protein"	0.53	-15.44390936	-4.353705171	-12.88680241	-13.44033132
TGGT1_269910	TGGT1_269910-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,544,572..5,545,618(-)"	putative transcription factor C2H2	1.87	0.025933603	0.234848591	0.001472226	0.039184258
TGGT1_269920	TGGT1_269920-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,534,744..5,543,165(-)"	phosphatidylserine decarboxylase	0.52	-25.16941241	-0.264948817	5.097627717	-0.006094543
TGGT1_269930	TGGT1_269930-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,517,826..5,532,284(+)"	calcium binding egf domain-containing protein	-0.14	-0.104310381	-1.161131207	0.000131242	-0.126494622
TGGT1_269940	TGGT1_269940-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,507,751..5,513,794(+)"	"zinc finger motif, C2HC5-type protein"	-2.28	-0.987392186	-0.130389519	-2.844737872	-0.112829984
TGGT1_269950	TGGT1_269950-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,501,073..5,504,592(-)"	hypothetical protein	0.44	-24.44150363	-21.66355833	-14.51557212	-14.39060451
TGGT1_269960	TGGT1_269960-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,492,015..5,497,834(+)"	14-3-3 superfamily protein	-1.12	17.1566837	4.179095348	39.50535337	12.78329522
TGGT1_269970	TGGT1_269970-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,489,937..5,490,308(-)"	hypothetical protein	-0.15	-2.400899278	-1.87323825	-6.692089808	-2.929260052
TGGT1_269980	TGGT1_269980-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,481,592..5,486,135(-)"	putative preprotein translocase Sec61	-5.15	0.242775588	-0.063663269	0.010780696	0.373720185
TGGT1_269990	TGGT1_269990-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,469,551..5,475,950(-)"	hypothetical protein	-0.47	-2.934363587	-1.036976882	0.408467349	-1.298849454
TGGT1_270000	TGGT1_270000-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,459,479..5,467,746(+)"	NAD dependent epimerase/dehydratase family protein	-1.29	-3.638883455	-31.52945226	-23.07416191	-19.93181818
TGGT1_270010	TGGT1_270010-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,449,261..5,457,417(-)"	hypothetical protein	-0.22	-18.1431808	-17.37555457	-23.28121868	-31.20861584
TGGT1_270040	TGGT1_270040-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,444,703..5,445,272(+)"	hypothetical protein	1.76	0.722681815	0.031739174	-0.001263468	0.101117021
TGGT1_270050	TGGT1_270050-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,442,081..5,443,472(-)"	hypothetical protein	1.33	0.084302747	0.470892514	-0.000118817	0.096918381
TGGT1_270060	TGGT1_270060-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,438,141..5,440,105(-)"	hypothetical protein	1.07	0.339787222	0.037004829	-0.017696097	0.383634729
TGGT1_270070	TGGT1_270070-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,431,615..5,434,610(-)"	synaptobrevin family protein	-5.01	-7.983408083	-25.78644035	-13.95294665	-40.04820291
TGGT1_270080	TGGT1_270080-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,429,558..5,431,305(-)"	hypothetical protein	-0.21	-0.0000378	0.128750809	-0.589307145	-1.113744677
TGGT1_270090	TGGT1_270090-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,412,338..5,427,669(-)"	hypothetical protein	-4.38	-90.89373775	-59.08568655	-2.903266176	-93.53867138
TGGT1_270100	TGGT1_270100-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,396,356..5,409,727(+)"	"oxidoreductase, aldo/keto reductase family protein"	-5.13	-0.219325321	-4.805876654	-10.19032354	-1.165461902
TGGT1_270120	TGGT1_270120-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,390,053..5,393,229(+)"	thioredoxin-like protein TLP1	-1.61	-0.000109319	-0.42354714	0.507986498	-0.782733438
TGGT1_270130	TGGT1_270130-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,389,296..5,390,006(-)"	hypothetical protein	0.81	0.1454088	0.013224373	-0.000994304	-0.01722347
TGGT1_270140	TGGT1_270140-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,384,958..5,388,545(-)"	putative splicing factor DIM1	-4.93	-7.666457299	-5.083175544	-28.33203713	-1.990545343
TGGT1_270150	TGGT1_270150-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,366,850..5,381,775(-)"	hypothetical protein	-4.23	-19.2330234	-13.61596193	-1.840131108	-9.217104036
TGGT1_270160	TGGT1_270160-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,360,793..5,364,722(+)"	hypothetical protein	0.3	-0.912665761	-0.60938449	-0.963152306	-0.178273938
TGGT1_270170	TGGT1_270170-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,355,470..5,356,141(+)"	hypothetical protein	1.23	0.337567584	0.008262073	0.2759039	0.151456461
TGGT1_270190	TGGT1_270190-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,344,558..5,350,998(+)"	protein phosphatase 2C domain-containing protein	-0.11	-0.259180793	-0.17852647	0.019813634	-0.763747545
TGGT1_270200	TGGT1_270200-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,339,614..5,342,164(-)"	hypothetical protein	0.65	-0.209640132	0.049282257	0.202829655	-0.611295123
TGGT1_270210	TGGT1_270210-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,331,192..5,337,444(+)"	kinesin motor domain-containing protein	1.63	0.249340252	0.432828964	0.030809121	0.065268625
TGGT1_270220	TGGT1_270220-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,324,535..5,328,853(+)"	hypothetical protein	-3.05	-0.46952724	-10.20747746	-0.61401631	-1.521344671
TGGT1_270230	TGGT1_270230-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,313,538..5,322,232(-)"	hypothetical protein	0.12	-0.0000245	-0.206691433	-0.225722473	-0.050861532
TGGT1_270240	TGGT1_270240-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,310,162..5,311,630(+)"	MAG1 protein	1.25	-5.911832083	-0.956115109	-7.447057099	-0.203055818
TGGT1_270250	TGGT1_270250-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,308,049..5,308,756(-)"	dense granule protein GRA1	-5.27	0.207072373	1.738924202	2.607217698	0.690107691
TGGT1_270260	TGGT1_270260-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,304,064..5,305,787(-)"	hypothetical protein	2.93	0.038603626	0.052480191	0.010256453	-0.002909725
TGGT1_270270	TGGT1_270270-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,298,851..5,303,000(+)"	hypothetical protein	0.07	-0.73339536	-7.371865072	-12.38745188	-22.53108767
TGGT1_270273	TGGT1_270273-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,295,721..5,297,199(-)"	hypothetical protein	0.35	-0.524923359	-0.251849238	-0.000757642	-0.41377645
TGGT1_270277	TGGT1_270277-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,294,309..5,294,722(-)"	hypothetical protein	2.15	-0.002076584	0.036139789	0.011596924	-0.125927758
TGGT1_270280	TGGT1_270280-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,290,631..5,293,439(-)"	hypothetical protein	1.37	-0.018498843	0.074057234	0.007346531	0.026621454
TGGT1_270300	TGGT1_270300-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,286,714..5,289,707(+)"	hypothetical protein	0.78	0.12016669	0.348715455	0.001496661	0.011065958
TGGT1_270310	TGGT1_270310-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,282,975..5,284,826(-)"	hypothetical protein	-1.27	22.0088168	4.122125355	166.3731393	0.724555406
TGGT1_270320	TGGT1_270320-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,274,953..5,280,379(+)"	protein phosphatase 2C domain-containing protein	1.24	0.042788597	5.263714363	3.535211199	2.80495244
TGGT1_270330	TGGT1_270330-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,267,797..5,269,932(-)"	putative cell-cycle-associated protein kinase	-3.19	-4.690884266	-7.773138583	-20.42165679	-7.543948182
TGGT1_270340	TGGT1_270340-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,254,614..5,261,076(-)"	BTB/POZ domain-containing protein	0.05	0.000161	-0.003908457	-0.007482372	-0.141886917
TGGT1_270350	TGGT1_270350-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,250,276..5,251,508(-)"	hypothetical protein	-2.39	-24.37106089	-10.27941632	-0.466444834	-21.89574306
TGGT1_270360	TGGT1_270360-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,246,790..5,248,031(+)"	hypothetical protein	0.32	2.385057256	0.39586948	-0.187906045	1.290952891
TGGT1_270370	TGGT1_270370-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,243,689..5,245,360(-)"	putative clathrin assembly protein AP19	-4.06	-22.52556732	-38.86074605	-29.7277979	-52.49985022
TGGT1_270380	TGGT1_270380-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,238,468..5,240,728(-)"	ribosomal protein RPS13	-4.6	-0.191706466	0.016023424	-0.044810086	0.006550779
TGGT1_270450	TGGT1_270450-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,223,622..5,235,668(-)"	MCM2/3/5 family protein	-1.96	-0.844896885	-23.0425933	-0.850770063	-2.405819472
TGGT1_270510	TGGT1_270510-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,218,409..5,221,722(+)"	asparaginyl-tRNA synthetase (NOB+tRNA synthase)	-3.93	0.104596997	2.115226089	-6.341217572	0.553032048
TGGT1_270520	TGGT1_270520-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,210,018..5,217,303(-)"	hypothetical protein	-0.99	0.780372539	0.35469427	0.09804172	0.045877953
TGGT1_270530	TGGT1_270530-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,203,465..5,208,759(+)"	ubiquitin fusion degradation protein UFD1CY	-2.94	-0.520842687	-3.651773334	-8.116227288	-4.330336975
TGGT1_270540	TGGT1_270540-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,198,353..5,200,371(+)"	Trm112p family domain-containing protein	-4.71	0.158796264	-0.401213539	0.07460005	0.224742112
TGGT1_270550	TGGT1_270550-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,192,655..5,194,793(+)"	putative gamma-glutamyl phosphate reductase	-0.69	7.385452043	5.732835285	0.053391959	3.506936646
TGGT1_270560	TGGT1_270560-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,188,031..5,189,216(+)"	peptidyl-prolyl cis-trans isomerase family 1	-0.46	-13.06577877	-4.459351609	-32.14355954	-9.10050244
TGGT1_270570	TGGT1_270570-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,177,777..5,186,762(-)"	hypothetical protein	-5.5	-6.377687535	-20.76534209	-0.127359964	-5.198677847
TGGT1_270580	TGGT1_270580-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,164,982..5,174,817(+)"	HECT-domain (ubiquitin-transferase) domain-containing protein	-2.98	0.802118583	0.033854757	-0.056524453	0.139252655
TGGT1_270595	TGGT1_270595-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,136,626..5,139,759(+)"	UBA/TS-N domain-containing protein	0.02	-0.078575265	-2.019924927	-0.246947755	-1.489186347
TGGT1_270610	TGGT1_270610-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,130,193..5,133,941(+)"	hypothetical protein	-4.49	-3.000847346	-5.437394766	0.00000712	-7.119796046
TGGT1_270620	TGGT1_270620-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,119,854..5,125,995(-)"	DEAD/DEAH box helicase domain-containing protein	-4.65	-8.635863216	-17.36165274	-1.224000927	-2.542785036
TGGT1_270630	TGGT1_270630-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,112,972..5,114,402(+)"	hypothetical protein	-0.52	0.02051296	-8.54E-07	0.357507539	0.0000852
TGGT1_270640	TGGT1_270640-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,107,551..5,110,685(+)"	RNA recognition motif-containing protein	0.74	-20.08997798	-8.276595578	-2.449720996	-8.668267053
TGGT1_270650	TGGT1_270650-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,104,346..5,105,673(-)"	deoxyribose-phosphate aldolase	1.91	-0.10988232	-0.000152408	0.058551977	-0.06618438
TGGT1_270655	TGGT1_270655-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,101,183..5,102,225(-)"	hypothetical protein	-0.26	0.067339428	-0.610356367	0.416765661	0.181536983
TGGT1_270660	TGGT1_270660-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,094,108..5,095,256(+)"	hypothetical protein	0.12	-0.140947275	0.016221575	0.268090009	-0.191050763
TGGT1_270670	TGGT1_270670-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,085,267..5,091,509(+)"	hypothetical protein	0.27	0.749646797	-0.355794219	-0.000673759	-0.005559313
TGGT1_270680	TGGT1_270680-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,083,234..5,083,986(+)"	hypothetical protein	1.62	1.182547046	0.156409674	0.09469619	1.721667035
TGGT1_270690	TGGT1_270690-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,067,864..5,080,628(-)"	arginyl-tRNA synthetase	-4.54	-0.027559195	-1.606429729	1.106884425	-0.352263737
TGGT1_270700	TGGT1_270700-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,064,466..5,066,168(-)"	hypothetical protein	2.39	-0.036442815	-0.006792959	-0.494698573	-0.209052031
TGGT1_270710	TGGT1_270710-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,054,929..5,061,212(-)"	WW domain binding protein 11	-1.74	-12.2058043	-55.84585043	-0.455404513	-48.99248628
TGGT1_270720	TGGT1_270720-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,036,282..5,053,006(+)"	hypothetical protein	-4.84	-2.245094237	-12.02762572	0.002630865	-0.63784662
TGGT1_270740	TGGT1_270740-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,026,969..5,030,327(-)"	Cwf15/Cwc15 cell cycle control protein	-4.77	-0.655868529	-0.037219535	-0.009556954	-2.647690465
TGGT1_270750	TGGT1_270750-t26_1	Toxoplasma gondii GT1	"TGGT1_chrVIII:5,020,711..5,023,978(+)"	hypothetical protein	-2.01	3.893888955	1.381163483	-0.044779676	1.738536841
